,Unnamed: 0,game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,year_published,artist,category,compilation,designer,family,mechanic,publisher,users_rated,average_rating
85033,144,266219,5.0,30.0,14.0,1.0,30.0,Tiny Epic Zombies: Deluxe Edition,2018,Miguel Coimbra,"Horror,Zombies","Tiny Epic Zombies,Tiny Epic Zombies: Kickstarter Deluxe Promo Pack",Scott Almes,"Creatures: Zombies,Crowdfunding: Kickstarter,Players: Games with Solitaire Rules,Series: Tiny Epic (Gamelyn Games)","Area Majority / Influence,Cooperative Game,Dice Rolling,Modular Board,Pick-up and Deliver,Push Your Luck,Team-Based Game,Variable Player Powers",Gamelyn Games,987,7.24143
85041,152,266266,6.0,180.0,13.0,1.0,90.0,Murder Mystery Party Case Files: Death in Antarctica,2017,,"Adventure,Mafia,Murder/Mystery,Party Game,Puzzle,Spies/Secret Agents",,Alexander Krys,"Category: Escape Room Games,Series: Detective Stories (iDventure),Series: Murder Mystery Party,Series: Murder Mystery Party Case Files,Theme: Mystery / Crime","Cooperative Game,Storytelling,Team-Based Game","iDventure,University Games",121,7.22314
85047,158,266304,4.0,60.0,8.0,2.0,45.0,MegaCity: Oceania,2019,Winnie Shek,"Action / Dexterity,City Building,Science Fiction",,"Jordan Draper,Michael Fox (II)","Country: Australia,Region: Oceania","Area Majority / Influence,Modular Board,Real-Time,Set Collection,Stacking and Balancing,Tile Placement","Hub Games,Asmodee,Asmodee Italia",452,6.91626
85077,188,266444,8.0,60.0,8.0,1.0,60.0,Sherlock: 13 Hostages,2018,Alba Aragon,"Card Game,Deduction,Murder/Mystery",The Sherlock Files: Vol II – Curious Capers,"Martí Lucas Feliu,Josep Izquierdo Sánchez",Series: Q System – Sherlock (GDM Games),"Communication Limits,Cooperative Game,Hand Management,Memory","GDM Games,ABACUSSPIELE,Enigma Studio,Fantasmagoria,Geek Attitude Games,Lifestyle Boardgames Ltd,MS Edizioni",374,6.7975
85078,189,266445,8.0,60.0,8.0,1.0,60.0,Sherlock: Propagation,2018,Amelia Sales,"Card Game,Deduction,Murder/Mystery",The Sherlock Files: Vol II – Curious Capers,"Martí Lucas Feliu,Josep Izquierdo Sánchez",Series: Q System – Sherlock (GDM Games),"Communication Limits,Cooperative Game,Hand Management,Memory","GDM Games,ABACUSSPIELE,Enigma Studio,Fantasmagoria,Geek Attitude Games,Lifestyle Boardgames Ltd,MS Edizioni",365,6.94736
85079,190,266446,8.0,60.0,8.0,1.0,60.0,Sherlock: Paradero Desconocido,2018,Alba Aragon,"Card Game,Deduction,Murder/Mystery",,"Martí Lucas Feliu,Josep Izquierdo Sánchez",Series: Q System – Sherlock (GDM Games),"Communication Limits,Cooperative Game,Hand Management,Memory","GDM Games,ABACUSSPIELE,Enigma Studio,Geek Attitude Games,Lifestyle Boardgames Ltd,MS Edizioni,Nasza Księgarnia,Top Toys",326,6.99197
85080,191,266447,4.0,120.0,12.0,1.0,60.0,Greenland (Third Edition),2018,Karim Chakroun,"Animals,Card Game,Economic,Medieval,Negotiation,Religious",Greenland: Sea Sámi,Phil Eklund,"Crowdfunding: Kickstarter,Islands: Greenland (Denmark),Series: Dominata,Theme: Inuit Peoples,Theme: Native Americans / First Peoples,Theme: Survival,Theme: Vikings","Auction/Bidding,Dice Rolling,Simulation,Worker Placement","Banana Games,Fox in the Box,Ion Game Design,Sierra Madre Games",352,7.21737
85081,192,266448,6.0,120.0,14.0,1.0,30.0,Imperium: The Contention,2021,"Radoslav Javor,Chris Rallis,Juan Pablo Roldan,Alex Ruiz,Stefan Celic,Chris Ng Fhze Yang","Card Game,Fighting,Science Fiction,Space Exploration,Territory Building",,Gary Dworetsky,"Crowdfunding: Kickstarter,Mechanism: 4X,Misc: LongPack Games","Area Majority / Influence,Grid Movement,Hand Management,Modular Board,Simultaneous Action Selection,Take That,Variable Player Powers",Contention Games,105,8.14095
85084,195,266460,4.0,180.0,12.0,2.0,100.0,Yinzi,2019,Harald Lieske,"Economic,Farming,Industry / Manufacturing,Transportation",,"Costa,Rôla","Country: China,History: Ming Dynasty,Rivers: Yangtze","Hand Management,Pick-up and Deliver,Worker Placement","Spielworxx,Maldito Games,Toybox",313,7.56923
85090,201,266504,6.0,45.0,14.0,2.0,40.0,Dig Your Way Out,2019,Mihajlo Dimitrievski,"Deduction,Mafia,Memory,Print & Play",,David Simide,"Components: Standees,Crowdfunding: Kickstarter,Theme: Jail / Prison (Modern)","Action Points,Area Movement,Dice Rolling,Memory","Borderline Editions,3 Emme Games,Bannan Games,Gen-X Games",383,7.5304
85093,204,266507,4.0,120.0,13.0,2.0,90.0,Clank! Legacy: Acquisitions Incorporated,2019,"Clay Brooks,Anika Burrell,Derek Herring,Raul Ramos,Nate Storm,Alain Viesca","Adventure,Fantasy,Miniatures",,"Andy Clautice,Paul Dennen","Components: Miniatures,Creatures: Dragons,Creatures: Goblins,Game: Clank!,Mechanism: Campaign Games,Mechanism: Legacy,Versions & Editions: Legacy Versions of Non-Legacy Games","Card Drafting,Deck, Bag, and Pool Building,End Game Bonuses,Events,Legacy Game,Map Addition,Narrative Choice / Paragraph,Once-Per-Game Abilities,Pick-up and Deliver,Player Elimination,Point to Point Movement,Push Your Luck,Scenario / Mission / Campaign Game,Set Collection,Variable Player Powers,Variable Set-up","Dire Wolf,Penny Arcade,Renegade Game Studios,Korea Boardgames Co., Ltd.,Lucrum Games,Origames,Schwerkraft-Verlag",3930,8.72871
85096,207,266524,5.0,60.0,10.0,1.0,30.0,PARKS,2019,Fifty-Nine Parks Print Series,"Adventure,Animals,Environmental,Travel",,Henry Audubon,"Components: Game Trayz Inside,Components: Meeples (Animal) / Animeeples,Country: USA,Crowdfunding: Kickstarter,Digital Implementations: Tabletopia,Players: Games with Solitaire Rules,Series: PARKS,Theme: Nature,Theme: US National Parks","Card Drafting,Contracts,Modular Board,Set Collection,Solo / Solitaire Game,Track Movement,Turn Order: Claim Action,Worker Placement","Keymaster Games,Albi Polska,Feuerland Spiele,Matagot,Surfin' Meeple China",9299,7.8786
85101,212,266538,5.0,60.0,14.0,2.0,60.0,Aftershock: San Francisco & Venice,2019,William Bricker,"City Building,Civilization,Negotiation",,"Alan R. Moon,Bobby West","Cities: San Francisco (California, USA),Cities: Venice (Veneto, Italy),Crowdfunding: Kickstarter,States: California","Area Majority / Influence,Hand Management","Stronghold Games,Indie Game Studios",125,6.80856
